seq_index;gene_name;score;offset;insertions;deletions;mismatches;length;5_p_align_offset;3_p_align_offset
608;M64351|TRBV2*03|Homo sapiens|(F)|V-REGION|82..369|288 nt|1| | | | |288+0=288| Extended by 2 | |;82;-240;{};{};{0,1,6,10,13,24,29,30,44,45,46,48,49};44;0;43
608;X61439|TRBV5-3*01|Homo sapiens|ORF|V-REGION|417..702|286 nt|1| | | | |286+0=286| | |;78;-237;{};{};{0,1,3,4,5,10,20,24,41,47,48};47;0;46
608;AF009660|TRBV5-3*02|Homo sapiens|ORF|V-REGION|44205..44490|286 nt|1| | | | |286+0=286| | |;78;-237;{};{};{0,1,3,4,5,10,20,24,41,47,48};47;0;46
608;L36092|TRBV5-4*01|Homo sapiens|F|V-REGION|278005..278290|286 nt|1| | | | |286+0=286| | |;59;-237;{};{};{0,1,3,4,5,10,13,14,20,24,47,48};47;0;46
608;X57615|TRBV5-4*02|Homo sapiens|(F)|V-REGION|65..346|282 nt|1| | | | |282+0=282| Extended by 4 | |;59;-237;{};{};{0,1,3,4,5,10,13,14,20,24,47,48};47;0;46
608;L36092|TRBV5-5*01|Homo sapiens|F|V-REGION|297450..297735|286 nt|1| | | | |286+0=286| | |;59;-237;{};{};{0,1,3,4,5,6,7,10,20,24,47,48};47;0;46
608;L36092|TRBV5-8*01|Homo sapiens|F|V-REGION|355117..355402|286 nt|1| | | | |286+0=286| | |;78;-237;{};{};{0,1,3,4,5,10,13,20,24,47,48};47;0;46
608;X61444|TRBV7-1*01|Homo sapiens|ORF|V-REGION|1332..1621|290 nt|1| | | | |290+0=290| | |;130;-240;{};{};{6,10,19,20,23,46,48,49};46;0;45
608;X61442|TRBV7-2*01|Homo sapiens|F|V-REGION|545..834|290 nt|1| | | | |290+0=290| | |;159;-240;{};{};{6,10,13,20,48,49};48;0;47
608;X61443|TRBV7-2*02|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Extended by 6 | |;159;-240;{};{};{6,10,13,20,48,49};48;0;47
608;U07975|TRBV7-2*03|Homo sapiens|F|V-REGION|7806..8090|285 nt|1| | | | |285+0=285| Extended by 2 | |;140;-237;{};{};{6,10,13,20,36,48,49};48;0;47
608;X61443|TRBV7-2*05|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Discovered in Data, Possible Error, Not found in BLAST | |;159;-240;{};{};{6,10,13,20,48,49};48;0;47
608;X61440|TRBV7-3*01|Homo sapiens|F|V-REGION|748..1037|290 nt|1| | | | |290+0=290| | |;235;-240;{};{};{48,49};48;0;47
608;M97943|TRBV7-3*02|Homo sapiens|ORF|V-REGION|404..693|290 nt|1| | | | |290+0=290| | |;197;-240;{};{};{10,33,48,49};48;0;47
608;AF009660|TRBV7-3*03|Homo sapiens|ORF|V-REGION|39374..39663|290 nt|1| | | | |290+0=290| | |;178;-240;{};{};{10,25,33,48,49};48;0;47
608;X74843|TRBV7-3*04|Homo sapiens|(F)|V-REGION|140..426|287 nt|1| | | | |287+0=287| Extended by 3 | |;216;-240;{};{};{20,48,49};48;0;47
608;L36092|TRBV7-4*01|Homo sapiens|F|V-REGION|270051..270340|290 nt|1| | | | |290+0=290| | |;197;-240;{};{};{10,23,48,49};48;0;47
608;L36092|TRBV7-6*01|Homo sapiens|F|V-REGION|307097..307386|290 nt|1| | | | |290+0=290| | |;140;-240;{};{};{10,12,20,24,31,48,49};48;0;47
608;L36092|TRBV7-7*01|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| | |;159;-240;{};{};{10,12,24,31,48,49};48;0;47
608;L36092|TRBV7-7*03|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| Discovered Allele in Data | Found by BLAST |;140;-240;{};{};{10,12,24,31,38,48,49};48;0;47
608;M11953|TRBV7-8*01|Homo sapiens|F|V-REGION|215..504|290 nt|1| | | | |290+0=290| | |;159;-240;{};{};{6,10,13,20,48,49};48;0;47
608;X61441|TRBV7-8*02|Homo sapiens|F|V-REGION|497..786|290 nt|1| | | | |290+0=290| | |;140;-240;{};{};{6,9,10,13,20,48,49};48;0;47
608;L36092|TRBV7-9*01|Homo sapiens|F|V-REGION|364320..364609|290 nt|1| | | | |290+0=290| | |;178;-240;{};{};{10,20,24,48,49};48;0;47
608;M14261|TRBV7-9*04|Homo sapiens|(F)|V-REGION|58..342|285 nt|1| | | | |285+0=285| | |;178;-240;{};{};{10,20,24,48,49};48;0;47
608;M27385|TRBV7-9*05|Homo sapiens|(F)|V-REGION|34..321|288 nt|1| | | | |288+0=288| Edited | |;178;-240;{};{};{10,20,24,48,49};48;0;47
608;X74844|TRBV7-9*06|Homo sapiens|(F)|V-REGION|100..387|288 nt|1| | | | |288+0=288| Edited | |;178;-240;{};{};{10,20,24,48,49};48;0;47
608;L14854|TRBV7-9*07|Homo sapiens|(F)|V-REGION|1..203|203 nt|1| | | | |203+0=203| Edited | |;159;-156;{};{};{9,10,20,24,48,49};48;0;47
609;U66059|TRBV10-1*01|Homo sapiens|F|V-REGION|214801..215087|287 nt|1| | | | |287+0=287| | |;245;-231;{};{};{50,51,52,53};50;0;49
609;AF009660|TRBV10-1*02|Homo sapiens|F|V-REGION|54913..55199|287 nt|1| | | | |287+0=287| | |;245;-231;{};{};{50,51,52,53};50;0;49
609;AF009660|TRBV10-1*04|Homo sapiens|F|V-REGION|54913..55199|287 nt|1| Found in Data! Indiv 7. Also found by BLAST | | | |287+0=287| | |;226;-231;{};{};{3,50,51,52,53};50;0;49
609;U66059|TRBV10-2*01|Homo sapiens|F|V-REGION|239867..240153|287 nt|1| | | | |287+0=287| | |;150;-231;{};{};{8,12,15,16,32,50,51,52,53};50;0;49
609;U03115|TRBV10-3*01|Homo sapiens|F|V-REGION|14880..15166|287 nt|1| | | | |287+0=287| | |;93;-231;{};{};{8,12,15,16,32,35,41,46,50,51,52,53};50;0;49
609;U17047|TRBV10-3*02|Homo sapiens|F|V-REGION|84..365|282 nt|1| | | | |282+0=282| Extended by 2 | |;93;-228;{};{};{8,12,15,16,32,35,41,46,50,51,52,53};50;0;49
609;L36092|TRBV25-1*01|Homo sapiens|F|V-REGION|504596..504882|287 nt|1| | | | |287+0=287| | |;50;-231;{};{};{11,12,13,14,15,20,23,26,30,31,32,35,36,41,50,51,52,53,55};11;0;10
609;X61446|TRBV6-1*01|Homo sapiens|F|V-REGION|412..698|287 nt|1| | | | |287+0=287| | |;131;-231;{};{};{8,14,15,32,35,41,50,51,52,53,54};50;0;49
609;X61445|TRBV6-2*01|Homo sapiens|F|V-REGION|412..698|287 nt|1| | | | |287+0=287| | |;112;-231;{};{};{0,8,14,15,23,32,35,41,50,51,52};50;0;49
609;U07978|TRBV6-3*01|Homo sapiens|F|V-REGION|29129..29415|287 nt|1| | | | |287+0=287| | |;112;-231;{};{};{0,8,14,15,23,32,35,41,50,51,52};50;0;49
609;X61653|TRBV6-4*01|Homo sapiens|F|V-REGION|426..712|287 nt|1| | | | |287+0=287| | |;93;-231;{};{};{0,4,13,14,15,20,32,35,41,50,51,52};50;0;49
609;U66059|TRBV6-5*01|Homo sapiens|F|V-REGION|265870..266156|287 nt|1| | | | |287+0=287| | |;93;-231;{};{};{3,4,8,14,15,32,35,41,50,51,52};50;0;49
609;L36092|TRBV6-6*01|Homo sapiens|F|V-REGION|284442..284728|287 nt|1| | | | |287+0=287| | |;112;-231;{};{};{7,8,14,15,32,35,41,50,51,52};50;0;49
609;AF009662|TRBV6-6*02|Homo sapiens|F|V-REGION|24864..25150|287 nt|1| | | | |287+0=287| | |;112;-231;{};{};{7,8,14,15,32,35,41,50,51,52};50;0;49
609;L36092|TRBV6-7*01|Homo sapiens|ORF|V-REGION|302725..303011|287 nt|1| | | | |287+0=287| | |;93;-231;{};{};{8,14,15,20,26,32,35,41,50,51,52};50;0;49
609;L36092|TRBV6-8*01|Homo sapiens|F|V-REGION|322240..322523|284 nt|1| | | | |284+0=284| | |;93;-228;{};{};{4,8,14,15,32,35,38,41,50,51,52};50;0;49
609;X61447|TRBV6-9*01|Homo sapiens|F|V-REGION|380..666|287 nt|1| | | | |287+0=287| | |;150;-231;{};{};{8,14,15,35,41,50,51,52,53};50;0;49
610;U66059|TRBV10-1*01|Homo sapiens|F|V-REGION|214801..215087|287 nt|1| | | | |287+0=287| | |;260;-231;{};{};{53,54};53;0;52
610;AF009660|TRBV10-1*02|Homo sapiens|F|V-REGION|54913..55199|287 nt|1| | | | |287+0=287| | |;260;-231;{};{};{53,54};53;0;52
610;AF009660|TRBV10-1*04|Homo sapiens|F|V-REGION|54913..55199|287 nt|1| Found in Data! Indiv 7. Also found by BLAST | | | |287+0=287| | |;241;-231;{};{};{3,53,54};53;0;52
610;U66059|TRBV10-2*01|Homo sapiens|F|V-REGION|239867..240153|287 nt|1| | | | |287+0=287| | |;165;-231;{};{};{8,12,15,16,32,53,54};53;0;52
610;U03115|TRBV10-3*01|Homo sapiens|F|V-REGION|14880..15166|287 nt|1| | | | |287+0=287| | |;108;-231;{};{};{8,12,15,16,32,35,41,46,53,54};53;0;52
610;U17047|TRBV10-3*02|Homo sapiens|F|V-REGION|84..365|282 nt|1| | | | |282+0=282| Extended by 2 | |;108;-228;{};{};{8,12,15,16,32,35,41,46,53,54};53;0;52
610;L36092|TRBV25-1*01|Homo sapiens|F|V-REGION|504596..504882|287 nt|1| | | | |287+0=287| | |;50;-231;{};{};{11,12,13,14,15,20,23,26,30,31,32,35,36,41,53,54,55};11;0;10
610;X61446|TRBV6-1*01|Homo sapiens|F|V-REGION|412..698|287 nt|1| | | | |287+0=287| | |;146;-231;{};{};{8,14,15,32,35,41,53,54};53;0;52
610;X61445|TRBV6-2*01|Homo sapiens|F|V-REGION|412..698|287 nt|1| | | | |287+0=287| | |;117;-231;{};{};{0,8,14,15,23,32,35,41,51,54};51;0;50
610;U07978|TRBV6-3*01|Homo sapiens|F|V-REGION|29129..29415|287 nt|1| | | | |287+0=287| | |;117;-231;{};{};{0,8,14,15,23,32,35,41,51,54};51;0;50
610;X61653|TRBV6-4*01|Homo sapiens|F|V-REGION|426..712|287 nt|1| | | | |287+0=287| | |;113;-231;{};{};{0,4,13,14,15,20,32,35,41,54};54;0;53
610;U66059|TRBV6-5*01|Homo sapiens|F|V-REGION|265870..266156|287 nt|1| | | | |287+0=287| | |;98;-231;{};{};{3,4,8,14,15,32,35,41,51,54};51;0;50
610;L36092|TRBV6-6*01|Homo sapiens|F|V-REGION|284442..284728|287 nt|1| | | | |287+0=287| | |;117;-231;{};{};{7,8,14,15,32,35,41,51,54};51;0;50
610;AF009662|TRBV6-6*02|Homo sapiens|F|V-REGION|24864..25150|287 nt|1| | | | |287+0=287| | |;117;-231;{};{};{7,8,14,15,32,35,41,51,54};51;0;50
610;L36092|TRBV6-7*01|Homo sapiens|ORF|V-REGION|302725..303011|287 nt|1| | | | |287+0=287| | |;98;-231;{};{};{8,14,15,20,26,32,35,41,51,54};51;0;50
610;L36092|TRBV6-8*01|Homo sapiens|F|V-REGION|322240..322523|284 nt|1| | | | |284+0=284| | |;98;-228;{};{};{4,8,14,15,32,35,38,41,51,54};51;0;50
610;X61447|TRBV6-9*01|Homo sapiens|F|V-REGION|380..666|287 nt|1| | | | |287+0=287| | |;155;-231;{};{};{8,14,15,35,41,51,53,54};51;0;50
611;M33233|TRBV11-1*01|Homo sapiens|F|V-REGION|747..1036|290 nt|1| | | | |290+0=290| | |;80;-249;{};{};{5,11,14,15,21,36,37};36;0;35
611;U66059|TRBV11-2*01|Homo sapiens|F|V-REGION|248813..249102|290 nt|1| | | | |290+0=290| | |;80;-249;{};{};{4,5,11,14,21,36,37,40};36;0;35
611;M33235|TRBV11-2*02|Homo sapiens|[F]|V-REGION|171..455|285 nt|1| | | | |285+0=285| Edited and Extended, partial in 3'| |;61;-249;{};{};{4,5,6,11,14,21,36,37,40};36;0;35
611;X58796|TRBV11-2*03|Homo sapiens|(F)|V-REGION|81..365|285 nt|1| | | | |285+0=285| | |;80;-249;{};{};{4,5,11,14,21,36,37,40};36;0;35
611;U03115|TRBV11-3*01|Homo sapiens|F|V-REGION|25513..25802|290 nt|1| | | | |290+0=290| | |;99;-249;{};{};{5,11,14,21,36,37,40};36;0;35
611;X07192|TRBV12-3*01|Homo sapiens|F|V-REGION|426..715|290 nt|1| | | | |290+0=290| | |;56;-249;{};{};{1,2,3,5,11,20,35,36,37};35;0;34
611;K02546|TRBV12-4*01|Homo sapiens|F|V-REGION|158..447|290 nt|1| | | | |290+0=290| | |;56;-249;{};{};{1,2,3,5,11,20,35,36,37};35;0;34
611;M14264|TRBV12-4*02|Homo sapiens|(F)|V-REGION|58..345|288 nt|1| | | | |288+0=288| | |;56;-249;{};{};{1,2,3,5,11,20,35,36,37};35;0;34
611;U03115|TRBV13*01|Homo sapiens|F|V-REGION|6502..6788|287 nt|1| | | | |287+0=287| | |;61;-246;{};{};{2,5,11,14,15,20,36,37,40};36;0;35
611;X06154|TRBV14*01|Homo sapiens|F|V-REGION|283..572|290 nt|1| | | | |290+0=290| | |;62;-249;{};{};{2,4,5,8,13,14,17,40};40;0;39
611;L26231|TRBV16*01|Homo sapiens|F|V-REGION|419..708|290 nt|1| | | | |290+0=290| | |;76;-249;{};{};{4,5,8,11,14,23,39};39;0;38
611;U07977|TRBV3-1*01|Homo sapiens|F|V-REGION|5651..5934|284 nt|1| | | | |284+0=284|partial in 5' and 3'| |;195;-243;{};{};{40};40;0;39
611;L06889|TRBV3-1*02|Homo sapiens|(F)|V-REGION|58..336|279 nt|1| | | | |279+0=279| Extended by 8 | |;195;-246;{};{};{40};40;0;39
611;U66059|TRBV3-2*01|Homo sapiens|P|V-REGION|152052..152338|287 nt|1| | | | |287+0=287| | |;195;-246;{};{};{40};40;0;39
611;U07978|TRBV3-2*02|Homo sapiens|P|V-REGION|17502..17787|286 nt|1| | | | |286+0=286| Extended by 1 | |;195;-246;{};{};{40};40;0;39
611;L36092|TRBV5-5*01|Homo sapiens|F|V-REGION|297450..297735|286 nt|1| | | | |286+0=286| | |;61;-246;{};{};{2,5,11,14,15,21,36,37,38};36;0;35
611;X61444|TRBV7-1*01|Homo sapiens|ORF|V-REGION|1332..1621|290 nt|1| | | | |290+0=290| | |;61;-249;{};{};{1,2,5,10,11,21,36,37};36;0;35
611;X61440|TRBV7-3*01|Homo sapiens|F|V-REGION|748..1037|290 nt|1| | | | |290+0=290| | |;61;-249;{};{};{1,2,5,11,14,21,36,37,39};36;0;35
611;X74843|TRBV7-3*04|Homo sapiens|(F)|V-REGION|140..426|287 nt|1| | | | |287+0=287| Extended by 3 | |;80;-249;{};{};{1,2,5,14,21,36,37,39};36;0;35
611;L36092|TRBV7-4*01|Homo sapiens|F|V-REGION|270051..270340|290 nt|1| | | | |290+0=290| | |;80;-249;{};{};{1,2,5,11,21,36,37};36;0;35
611;U66059|TRBV9*01|Homo sapiens|F|V-REGION|206836..207121|286 nt|1| | | | |286+0=286| | |;99;-246;{};{};{2,5,11,15,36,37};36;0;35
612;X06154|TRBV14*01|Homo sapiens|F|V-REGION|283..572|290 nt|1| | | | |290+0=290| | |;195;-246;{};{};{40,41,42};40;0;39
612;L26231|TRBV16*01|Homo sapiens|F|V-REGION|419..708|290 nt|1| | | | |290+0=290| | |;81;-246;{};{};{0,2,5,14,16,20,26,40,41,42,43};40;0;39
612;U66059|TRBV9*01|Homo sapiens|F|V-REGION|206836..207121|286 nt|1| | | | |286+0=286| | |;50;9;{};{};{20,21,22,23,24,25,26,27,28,29,30,32,34,35,36,37,41,43,44,46,47,48,49,50,51,52,53,55,56,57,58,60,61,62,63,64,65,66,67,69,70,71,72,73,74,76,79,81,82,83,84,85,86};11;9;19
613;M33233|TRBV11-1*01|Homo sapiens|F|V-REGION|747..1036|290 nt|1| | | | |290+0=290| | |;190;-231;{};{};{0,10,11,12,19,20,58};58;0;57
613;U66059|TRBV11-2*01|Homo sapiens|F|V-REGION|248813..249102|290 nt|1| | | | |290+0=290| | |;133;-231;{};{};{0,10,11,12,15,19,20,22,33,58};58;0;57
613;M33235|TRBV11-2*02|Homo sapiens|[F]|V-REGION|171..455|285 nt|1| | | | |285+0=285| Edited and Extended, partial in 3'| |;114;-231;{};{};{0,10,11,12,15,19,20,22,24,33,58};58;0;57
613;X58796|TRBV11-2*03|Homo sapiens|(F)|V-REGION|81..365|285 nt|1| | | | |285+0=285| | |;114;-231;{};{};{0,8,10,11,12,15,19,20,22,33,58};58;0;57
613;U03115|TRBV11-3*01|Homo sapiens|F|V-REGION|25513..25802|290 nt|1| | | | |290+0=290| | |;171;-231;{};{};{0,10,11,12,19,20,33,58};58;0;57
613;X06936|TRBV12-2*01|Homo sapiens|P|V-REGION|391..677|287 nt|1| | | | |287+0=287|partial in 5'| |;135;-228;{};{};{0,10,11,12,33,39,47,50,51,58};47;0;46
613;X07192|TRBV12-3*01|Homo sapiens|F|V-REGION|426..715|290 nt|1| | | | |290+0=290| | |;57;-231;{};{};{0,10,12,17,19,20,21,29,32,33,38,39,53,58};58;0;57
613;K02546|TRBV12-4*01|Homo sapiens|F|V-REGION|158..447|290 nt|1| | | | |290+0=290| | |;57;-231;{};{};{0,10,12,17,19,20,21,29,32,33,38,39,53,58};58;0;57
613;U03115|TRBV17*01|Homo sapiens|ORF|V-REGION|72572..72858|287 nt|1| | | | |287+0=287| | |;77;-231;{};{};{0,8,10,12,19,21,29,33,43,44,45,46,47,51,53,54,55};43;0;42
613;U66059|TRBV2*01|Homo sapiens|F|V-REGION|93697..93986|290 nt|1| | | | |290+0=290| | |;89;-231;{};{};{0,7,9,10,15,19,22,29,38,39,53,54,55,58};53;0;52
613;M64351|TRBV2*03|Homo sapiens|(F)|V-REGION|82..369|288 nt|1| | | | |288+0=288| Extended by 2 | |;89;-231;{};{};{0,7,9,10,15,19,22,29,38,39,53,54,55,58};53;0;52
613;X61444|TRBV7-1*01|Homo sapiens|ORF|V-REGION|1332..1621|290 nt|1| | | | |290+0=290| | |;175;-231;{};{};{0,3,15,28,32,33,55,58};55;0;54
613;X61442|TRBV7-2*01|Homo sapiens|F|V-REGION|545..834|290 nt|1| | | | |290+0=290| | |;209;-231;{};{};{0,1,15,22,33,58};58;0;57
613;X61443|TRBV7-2*02|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Extended by 6 | |;209;-231;{};{};{0,1,15,22,33,58};58;0;57
613;U07975|TRBV7-2*03|Homo sapiens|F|V-REGION|7806..8090|285 nt|1| | | | |285+0=285| Extended by 2 | |;190;-228;{};{};{0,1,15,22,33,45,58};58;0;57
613;X61443|TRBV7-2*05|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Discovered in Data, Possible Error, Not found in BLAST | |;209;-231;{};{};{0,1,15,22,33,58};58;0;57
613;X61440|TRBV7-3*01|Homo sapiens|F|V-REGION|748..1037|290 nt|1| | | | |290+0=290| | |;223;-231;{};{};{0,19,29,33,57,58};57;0;56
613;M97943|TRBV7-3*02|Homo sapiens|ORF|V-REGION|404..693|290 nt|1| | | | |290+0=290| | |;223;-231;{};{};{0,29,33,42,57,58};57;0;56
613;AF009660|TRBV7-3*03|Homo sapiens|ORF|V-REGION|39374..39663|290 nt|1| | | | |290+0=290| | |;204;-231;{};{};{0,29,33,34,42,57,58};57;0;56
613;X74843|TRBV7-3*04|Homo sapiens|(F)|V-REGION|140..426|287 nt|1| | | | |287+0=287| Extended by 3 | |;223;-231;{};{};{0,19,29,33,57,58};57;0;56
613;L36092|TRBV7-4*01|Homo sapiens|F|V-REGION|270051..270340|290 nt|1| | | | |290+0=290| | |;228;-231;{};{};{0,29,32,33,58};58;0;57
613;L36092|TRBV7-6*01|Homo sapiens|F|V-REGION|307097..307386|290 nt|1| | | | |290+0=290| | |;228;-231;{};{};{0,1,21,40,58};58;0;57
613;L36092|TRBV7-7*01|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| | |;190;-231;{};{};{0,1,5,21,29,40,58};58;0;57
613;L36092|TRBV7-7*03|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| Discovered Allele in Data | Found by BLAST |;171;-231;{};{};{0,1,5,21,29,40,47,58};58;0;57
613;M11953|TRBV7-8*01|Homo sapiens|F|V-REGION|215..504|290 nt|1| | | | |290+0=290| | |;209;-231;{};{};{0,15,22,29,33,58};58;0;57
613;X61441|TRBV7-8*02|Homo sapiens|F|V-REGION|497..786|290 nt|1| | | | |290+0=290| | |;190;-231;{};{};{0,15,18,22,29,33,58};58;0;57
613;L36092|TRBV7-9*01|Homo sapiens|F|V-REGION|364320..364609|290 nt|1| | | | |290+0=290| | |;285;-231;{};{};{58};58;0;57
613;M14261|TRBV7-9*04|Homo sapiens|(F)|V-REGION|58..342|285 nt|1| | | | |285+0=285| | |;285;-231;{};{};{58};58;0;57
613;M27385|TRBV7-9*05|Homo sapiens|(F)|V-REGION|34..321|288 nt|1| | | | |288+0=288| Edited | |;285;-231;{};{};{58};58;0;57
613;X74844|TRBV7-9*06|Homo sapiens|(F)|V-REGION|100..387|288 nt|1| | | | |288+0=288| Edited | |;285;-231;{};{};{58};58;0;57
613;L14854|TRBV7-9*07|Homo sapiens|(F)|V-REGION|1..203|203 nt|1| | | | |203+0=203| Edited | |;266;-147;{};{};{18,58};58;0;57
614;U03115|TRBV13*01|Homo sapiens|F|V-REGION|6502..6788|287 nt|1| | | | |287+0=287| | |;76;-243;{};{};{3,4,5,12,17,23,39,40};39;0;38
614;L36092|TRBV23-1*01|Homo sapiens|ORF|V-REGION|480906..481195|290 nt|1| | | | |290+0=290| | |;52;-246;{};{};{2,3,5,8,14,24,29,38,39,42,43};38;0;37
614;U07977|TRBV4-1*01|Homo sapiens|F|V-REGION|10271..10554|284 nt|1| | | | |284+0=284|partial in 5' and 3'| |;58;-240;{};{};{0,3,7,8,12,17,24,29,39,43};43;0;42
614;U07975|TRBV4-2*01|Homo sapiens|F|V-REGION|480..763|284 nt|1| | | | |284+0=284|partial in 5' and 3'| |;58;-240;{};{};{0,3,7,8,12,14,17,24,39,43};43;0;42
614;X61440|TRBV7-3*01|Homo sapiens|F|V-REGION|748..1037|290 nt|1| | | | |290+0=290| | |;57;-246;{};{};{3,4,5,12,17,18,24,39,40,42,43};39;0;38
614;L36092|TRBV7-4*01|Homo sapiens|F|V-REGION|270051..270340|290 nt|1| | | | |290+0=290| | |;57;-246;{};{};{3,4,5,12,17,18,24,39,40,43};39;0;38
614;U66059|TRBV9*01|Homo sapiens|F|V-REGION|206836..207121|286 nt|1| | | | |286+0=286| | |;76;-243;{};{};{3,4,5,12,17,18,39,40};39;0;38
615;U66059|TRBV10-1*01|Homo sapiens|F|V-REGION|214801..215087|287 nt|1| | | | |287+0=287| | |;116;-234;{};{};{5,11,12,29,32,38,47,49,50,51,52};47;0;46
615;AF009660|TRBV10-1*02|Homo sapiens|F|V-REGION|54913..55199|287 nt|1| | | | |287+0=287| | |;116;-234;{};{};{5,11,12,29,32,38,47,49,50,51,52};47;0;46
615;AF009660|TRBV10-1*04|Homo sapiens|F|V-REGION|54913..55199|287 nt|1| Found in Data! Indiv 7. Also found by BLAST | | | |287+0=287| | |;116;-234;{};{};{0,5,11,12,29,32,38,47,49,50,51,52};47;0;46
615;U66059|TRBV10-2*01|Homo sapiens|F|V-REGION|239867..240153|287 nt|1| | | | |287+0=287| | |;116;-234;{};{};{5,9,11,13,32,38,47,49,50,51,52};47;0;46
615;U03115|TRBV10-3*01|Homo sapiens|F|V-REGION|14880..15166|287 nt|1| | | | |287+0=287| | |;116;-234;{};{};{5,9,11,12,13,43,47,49,50,51,52};47;0;46
615;U17047|TRBV10-3*02|Homo sapiens|F|V-REGION|84..365|282 nt|1| | | | |282+0=282| Extended by 2 | |;116;-231;{};{};{5,9,11,12,13,43,47,49,50,51,52};47;0;46
615;L36092|TRBV27*01|Homo sapiens|F|V-REGION|549224..549510|287 nt|1| | | | |287+0=287| | |;59;-234;{};{};{6,8,9,10,11,15,16,23,27,47,48,49,50,51,52};47;0;46
615;X61446|TRBV6-1*01|Homo sapiens|F|V-REGION|412..698|287 nt|1| | | | |287+0=287| | |;230;-234;{};{};{47,49,50,52};47;0;46
615;X61445|TRBV6-2*01|Homo sapiens|F|V-REGION|412..698|287 nt|1| | | | |287+0=287| | |;211;-234;{};{};{20,47,48,49,51,52};47;0;46
615;U07978|TRBV6-3*01|Homo sapiens|F|V-REGION|29129..29415|287 nt|1| | | | |287+0=287| | |;211;-234;{};{};{20,47,48,49,51,52};47;0;46
615;X61653|TRBV6-4*01|Homo sapiens|F|V-REGION|426..712|287 nt|1| | | | |287+0=287| | |;135;-234;{};{};{1,5,10,11,17,47,49,51,52};47;0;46
615;U66059|TRBV6-5*01|Homo sapiens|F|V-REGION|265870..266156|287 nt|1| | | | |287+0=287| | |;211;-234;{};{};{0,1,47,48,49,51,52};47;0;46
615;L36092|TRBV6-6*01|Homo sapiens|F|V-REGION|284442..284728|287 nt|1| | | | |287+0=287| | |;211;-234;{};{};{4,47,48,49,51,52};47;0;46
615;AF009662|TRBV6-6*02|Homo sapiens|F|V-REGION|24864..25150|287 nt|1| | | | |287+0=287| | |;211;-234;{};{};{4,47,48,49,51,52};47;0;46
615;L36092|TRBV6-7*01|Homo sapiens|ORF|V-REGION|302725..303011|287 nt|1| | | | |287+0=287| | |;154;-234;{};{};{5,17,23,29,47,48,49,51,52};47;0;46
615;L36092|TRBV6-8*01|Homo sapiens|F|V-REGION|322240..322523|284 nt|1| | | | |284+0=284| | |;192;-231;{};{};{1,35,47,48,49,51,52};47;0;46
615;X61447|TRBV6-9*01|Homo sapiens|F|V-REGION|380..666|287 nt|1| | | | |287+0=287| | |;192;-234;{};{};{5,29,47,48,49,50,51,52};47;0;46
616;M11955|TRBV20-1*01|Homo sapiens|F|V-REGION|427..719|293 nt|1| | | | |293+0=293| | |;290;-228;{};{};{59,61,62,63};59;0;58
616;X61442|TRBV7-2*01|Homo sapiens|F|V-REGION|545..834|290 nt|1| | | | |290+0=290| | |;50;-222;{};{};{11,12,14,15,16,17,18,20,21,23,26,28,29,32,36,37,38,39,40,42,44,47,48,53,54,55,56,57,58,61,64,65,67};11;0;10
616;X61443|TRBV7-2*02|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Extended by 6 | |;50;-222;{};{};{11,12,14,15,16,17,18,20,21,23,26,28,29,32,36,37,38,39,40,42,44,47,48,53,54,55,56,57,58,61,64,65,67};11;0;10
616;U07975|TRBV7-2*03|Homo sapiens|F|V-REGION|7806..8090|285 nt|1| | | | |285+0=285| Extended by 2 | |;50;-219;{};{};{11,12,14,15,16,17,18,20,21,23,26,28,29,32,36,37,38,39,40,42,44,47,48,53,55,56,57,58,61,64,65,67};11;0;10
616;X61443|TRBV7-2*05|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Discovered in Data, Possible Error, Not found in BLAST | |;50;-222;{};{};{11,12,14,15,16,17,18,20,21,23,24,26,28,29,32,36,37,38,39,40,42,44,47,48,53,54,55,56,57,58,61,64,65,67};11;0;10
616;L36092|TRBV7-6*01|Homo sapiens|F|V-REGION|307097..307386|290 nt|1| | | | |290+0=290| | |;50;-222;{};{};{11,12,14,15,16,17,18,20,21,23,24,26,28,29,30,31,32,36,37,38,39,40,42,44,47,48,49,53,54,55,56,57,58,61,64,65,67};11;0;10
616;L36092|TRBV7-7*01|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| | |;50;-222;{};{};{11,12,14,15,16,17,18,20,21,23,24,26,28,29,30,31,32,36,37,38,39,40,42,44,47,48,49,53,54,55,56,57,58,61,64,65,67};11;0;10
